customer_id,age,tenure_months,contract_type,internet_service,tech_support,online_security,streaming_service,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,satisfaction_score,avg_monthly_usage_gb,churn
CUST-003238,56,19,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,70.86,1321.02,1,3,157.2,No
CUST-003239,59,65,One year,DSL,No,Yes,No,Yes,Bank transfer,43.92,2857.38,0,5,212.2,No
CUST-003240,28,31,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,71.13,2170.54,0,3,181.7,Yes
CUST-003241,62,30,Month-to-month,DSL,No,No,No,Yes,Electronic check,48.0,1433.99,0,2,175.1,No
CUST-003242,32,29,Month-to-month,No internet service,No,Yes,No,Yes,Mailed check,28.13,812.64,0,3,6.4,No
CUST-003243,49,30,One year,No internet service,No,No,Yes,Yes,Mailed check,29.5,884.36,2,1,8.6,No
CUST-003244,49,39,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,50.1,1914.74,2,3,117.0,No
CUST-003245,52,7,Two year,Fiber optic,No,No,Yes,Yes,Electronic check,69.46,488.23,1,3,273.2,Yes
CUST-003246,50,10,One year,Fiber optic,No,Yes,No,Yes,Electronic check,67.21,689.58,0,4,291.6,No
CUST-003247,32,31,Month-to-month,DSL,Yes,No,No,Yes,Credit card,45.95,1452.61,3,2,118.7,Yes
CUST-003248,25,55,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,64.62,3583.16,0,4,245.3,No
CUST-003249,58,12,Month-to-month,No internet service,No,No,No,No,Electronic check,18.0,216.51,1,4,8.8,Yes
CUST-003250,48,8,One year,DSL,Yes,No,No,No,Electronic check,46.54,421.89,0,5,164.1,No
CUST-003251,62,3,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,63.89,176.47,2,3,321.3,Yes
CUST-003252,44,2,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,69.04,123.51,1,4,292.5,No
CUST-003253,24,19,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,90.72,1724.04,0,4,189.7,No
CUST-003254,59,6,Month-to-month,DSL,No,No,No,Yes,Electronic check,41.33,264.52,1,1,219.3,Yes
CUST-003255,39,52,One year,DSL,No,No,No,No,Bank transfer,45.13,2359.63,1,5,184.2,No
CUST-003256,50,4,Month-to-month,Fiber optic,Yes,No,Yes,No,Bank transfer,84.61,291.07,0,3,431.1,Yes
CUST-003257,35,13,Month-to-month,DSL,No,No,No,Yes,Mailed check,43.98,552.45,1,2,177.3,Yes
CUST-003258,70,29,Month-to-month,Fiber optic,No,Yes,No,No,Bank transfer,74.24,2168.3,1,3,315.5,No
CUST-003259,32,9,One year,DSL,No,No,No,No,Electronic check,37.63,320.9,1,5,159.0,No
CUST-003260,40,11,One year,No internet service,No,No,No,No,Electronic check,23.26,253.29,1,3,10.0,No
CUST-003261,47,72,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,86.96,6268.3,2,4,158.2,No
CUST-003262,29,3,Month-to-month,Fiber optic,No,No,No,No,Bank transfer,64.01,201.7,1,1,348.2,Yes
CUST-003263,50,19,One year,No internet service,No,No,No,Yes,Electronic check,18.0,359.21,1,3,2.0,No
CUST-003264,69,9,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,91.2,846.22,2,4,286.8,No
CUST-003265,38,4,One year,Fiber optic,No,No,Yes,Yes,Electronic check,79.24,329.61,1,4,377.8,No
CUST-003266,51,61,Month-to-month,No internet service,Yes,No,No,Yes,Credit card,21.0,1256.45,0,4,9.2,No
CUST-003267,18,22,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,68.05,1508.83,0,4,129.7,No
CUST-003268,44,6,Month-to-month,No internet service,Yes,No,No,Yes,Credit card,36.69,241.78,1,3,4.8,No
CUST-003269,40,15,Month-to-month,DSL,Yes,No,Yes,No,Credit card,64.68,979.27,0,3,176.5,Yes
CUST-003270,33,31,One year,DSL,Yes,Yes,Yes,Yes,Mailed check,77.52,2428.91,0,2,174.6,No
CUST-003271,61,12,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,75.37,909.19,3,3,526.2,Yes
CUST-003272,40,11,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,92.32,1012.98,0,3,177.0,Yes
CUST-003273,42,17,Month-to-month,DSL,Yes,No,No,Yes,Electronic check,49.5,824.56,2,2,224.0,No
CUST-003274,39,7,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,83.29,623.72,0,5,399.4,No
CUST-003275,18,0,One year,DSL,No,No,No,No,Bank transfer,40.1,19.19,2,3,143.0,Yes
CUST-003276,28,53,One year,Fiber optic,Yes,No,Yes,Yes,Credit card,89.72,4755.06,1,4,324.4,No
CUST-003277,59,1,Two year,Fiber optic,No,Yes,No,No,Mailed check,67.28,60.15,3,2,331.6,No
CUST-003278,18,20,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,67.81,1329.52,1,1,161.7,No
CUST-003279,34,3,Month-to-month,DSL,Yes,No,Yes,No,Electronic check,67.19,219.33,0,5,188.3,No
CUST-003280,39,3,Month-to-month,Fiber optic,No,No,Yes,Yes,Mailed check,78.97,246.89,0,3,228.1,Yes
CUST-003281,71,15,Two year,DSL,No,Yes,No,No,Bank transfer,44.38,670.58,1,1,124.8,Yes
CUST-003282,57,5,Month-to-month,Fiber optic,No,No,No,No,Bank transfer,68.33,329.1,0,2,229.5,No
CUST-003283,37,40,Month-to-month,Fiber optic,No,No,Yes,No,Credit card,75.9,3047.27,1,5,250.6,No
CUST-003284,65,6,One year,No internet service,Yes,Yes,No,Yes,Electronic check,31.18,181.86,1,4,7.2,No
CUST-003285,34,46,Month-to-month,No internet service,Yes,Yes,No,Yes,Bank transfer,30.72,1422.74,1,1,7.2,No
CUST-003286,60,40,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,58.79,2380.32,1,3,289.2,Yes
CUST-003287,25,65,Month-to-month,Fiber optic,Yes,No,Yes,No,Bank transfer,85.05,5479.38,1,3,345.4,No
CUST-003288,61,21,One year,No internet service,No,No,No,Yes,Credit card,19.17,422.61,0,4,1.2,No
CUST-003289,39,53,One year,DSL,No,No,No,Yes,Mailed check,38.43,2084.26,0,3,109.8,No
CUST-003290,30,5,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,81.57,442.27,2,2,240.8,Yes
CUST-003291,42,40,One year,Fiber optic,Yes,No,Yes,Yes,Electronic check,95.64,3841.06,1,3,325.9,No
CUST-003292,49,7,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,71.88,527.63,1,2,388.1,No
CUST-003293,38,44,Month-to-month,No internet service,No,No,No,No,Bank transfer,19.43,837.93,1,4,4.2,No
CUST-003294,53,26,Two year,DSL,No,No,No,Yes,Credit card,53.29,1390.35,1,3,149.0,Yes
CUST-003295,36,18,One year,Fiber optic,Yes,No,No,No,Electronic check,69.11,1240.98,0,3,445.4,Yes
CUST-003296,54,22,Two year,Fiber optic,No,No,Yes,No,Electronic check,79.2,1733.06,0,3,460.7,No
CUST-003297,52,21,One year,Fiber optic,Yes,Yes,Yes,No,Mailed check,92.96,1971.93,1,3,184.1,Yes
CUST-003298,44,6,Month-to-month,DSL,Yes,No,Yes,Yes,Bank transfer,68.29,405.79,0,5,184.5,No
CUST-003299,38,21,Month-to-month,No internet service,No,Yes,Yes,No,Mailed check,47.16,953.27,0,5,4.4,No
CUST-003300,47,66,Month-to-month,DSL,No,Yes,No,No,Electronic check,42.05,2784.07,0,5,88.2,No
CUST-003301,53,20,Month-to-month,DSL,No,No,No,No,Mailed check,45.95,918.45,1,2,149.2,No
CUST-003302,76,3,Month-to-month,Fiber optic,No,No,Yes,No,Mailed check,74.5,237.36,0,4,325.3,Yes
CUST-003303,59,41,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,56.8,2320.61,1,4,176.1,No
CUST-003304,60,6,Month-to-month,Fiber optic,No,Yes,No,Yes,Bank transfer,71.23,392.92,2,2,319.0,Yes
CUST-003305,85,28,Two year,Fiber optic,No,No,Yes,Yes,Credit card,75.53,2095.35,1,2,262.1,No
CUST-003306,53,2,Month-to-month,DSL,No,No,No,Yes,Electronic check,39.56,60.81,2,2,210.9,Yes
CUST-003307,52,8,Month-to-month,No internet service,No,No,No,No,Credit card,18.0,123.45,0,2,1.9,No
CUST-003308,56,1,One year,Fiber optic,No,No,No,No,Credit card,75.63,64.38,0,4,392.1,No
CUST-003309,30,18,One year,DSL,No,No,No,Yes,Bank transfer,38.09,700.16,1,4,178.1,Yes
CUST-003310,38,15,Month-to-month,No internet service,No,No,No,Yes,Credit card,26.13,364.33,2,3,2.0,No
CUST-003311,37,16,One year,No internet service,Yes,No,No,No,Bank transfer,22.82,382.78,0,3,6.7,No
CUST-003312,55,36,One year,DSL,No,No,Yes,Yes,Electronic check,57.48,2043.89,2,3,202.0,No
CUST-003313,42,10,Two year,Fiber optic,No,Yes,No,Yes,Electronic check,80.84,800.78,0,5,170.1,No
CUST-003314,47,7,Month-to-month,No internet service,No,Yes,Yes,No,Mailed check,41.97,293.08,1,3,1.1,Yes
CUST-003315,61,1,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,57.81,51.82,0,3,395.1,No
CUST-003316,58,17,One year,Fiber optic,Yes,Yes,Yes,No,Credit card,89.31,1530.71,1,3,261.9,Yes
CUST-003317,43,33,Month-to-month,Fiber optic,No,Yes,No,No,Credit card,70.87,2336.54,1,2,156.4,No
CUST-003318,35,51,One year,DSL,Yes,Yes,No,No,Bank transfer,64.15,3268.51,0,4,89.9,No
CUST-003319,62,2,One year,DSL,No,No,No,Yes,Bank transfer,45.24,42.95,0,5,129.5,No
CUST-003320,57,3,One year,No internet service,No,No,Yes,Yes,Credit card,31.21,101.65,1,3,5.7,No
CUST-003321,21,6,Two year,DSL,No,No,No,Yes,Bank transfer,53.6,359.17,0,4,222.0,No
CUST-003322,40,48,One year,No internet service,Yes,Yes,No,Yes,Electronic check,41.9,2001.36,2,1,6.8,No
CUST-003323,47,10,Two year,DSL,No,No,Yes,Yes,Credit card,60.49,618.11,2,2,183.5,No
CUST-003324,57,22,One year,DSL,Yes,Yes,Yes,No,Bank transfer,67.87,1476.66,1,3,37.0,No
CUST-003325,59,6,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,77.74,486.15,3,2,141.7,Yes
CUST-003326,49,24,One year,Fiber optic,No,No,Yes,No,Electronic check,70.6,1704.78,1,4,286.7,Yes
CUST-003327,54,0,One year,DSL,No,Yes,No,No,Credit card,43.28,35.95,1,3,61.5,No
CUST-003328,46,17,Two year,DSL,No,No,Yes,Yes,Electronic check,56.69,955.08,1,4,205.1,No
CUST-003329,35,3,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,69.69,221.98,1,3,239.8,Yes
CUST-003330,41,61,Month-to-month,DSL,Yes,No,No,Yes,Credit card,62.88,3836.5,0,3,142.0,No
CUST-003331,45,6,Two year,Fiber optic,No,No,No,No,Electronic check,71.37,403.59,1,1,260.3,No
CUST-003332,44,2,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,61.45,92.34,0,2,205.9,Yes
CUST-003333,18,42,One year,Fiber optic,No,Yes,Yes,Yes,Mailed check,84.27,3551.1,0,4,306.6,No
CUST-003334,39,2,Month-to-month,Fiber optic,No,No,No,No,Electronic check,67.01,118.76,2,2,291.4,Yes
CUST-003335,46,9,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,71.2,641.51,2,2,362.0,Yes
CUST-003336,41,61,Month-to-month,No internet service,No,No,Yes,Yes,Credit card,27.63,1697.19,0,3,2.5,No
CUST-003337,41,13,Two year,No internet service,No,No,No,Yes,Bank transfer,18.0,209.95,2,3,0.2,No
CUST-003338,52,35,Month-to-month,Fiber optic,No,Yes,No,Yes,Mailed check,81.65,2837.47,0,4,316.3,Yes
CUST-003339,29,2,One year,Fiber optic,Yes,No,No,No,Credit card,74.93,182.31,2,4,365.9,No
CUST-003340,21,7,One year,DSL,Yes,No,No,No,Credit card,46.43,316.76,0,3,89.3,No
CUST-003341,40,40,One year,Fiber optic,Yes,No,No,Yes,Credit card,70.88,2855.58,0,2,387.2,No
CUST-003342,56,4,Month-to-month,No internet service,Yes,Yes,Yes,No,Electronic check,48.24,243.11,0,5,4.6,No
CUST-003343,70,4,Month-to-month,DSL,No,No,No,Yes,Electronic check,43.74,179.74,1,3,104.3,No
CUST-003344,57,4,Two year,No internet service,No,Yes,No,Yes,Bank transfer,24.22,79.64,1,4,9.5,No
CUST-003345,23,72,Month-to-month,Fiber optic,Yes,Yes,No,No,Electronic check,82.66,5954.06,1,1,291.7,No
CUST-003346,42,21,Month-to-month,No internet service,No,No,No,Yes,Mailed check,27.01,563.43,0,3,5.6,No
CUST-003347,49,5,Two year,DSL,No,No,No,No,Credit card,51.08,256.74,1,3,117.2,No
CUST-003348,48,29,Month-to-month,DSL,Yes,No,Yes,Yes,Credit card,63.5,1855.84,1,3,137.9,No
CUST-003349,53,10,Month-to-month,No internet service,No,No,No,Yes,Electronic check,19.17,208.33,0,4,6.4,No
CUST-003350,31,2,Two year,DSL,No,No,No,Yes,Credit card,43.45,46.8,0,3,205.8,No
CUST-003351,46,44,Month-to-month,Fiber optic,Yes,No,No,No,Mailed check,78.28,3468.12,0,3,196.8,No
CUST-003352,51,33,Month-to-month,DSL,No,Yes,Yes,Yes,Bank transfer,61.06,2020.45,0,3,97.2,No
CUST-003353,57,31,Month-to-month,No internet service,Yes,No,Yes,No,Electronic check,30.38,930.31,2,3,5.4,No
CUST-003354,33,5,One year,No internet service,No,No,No,Yes,Electronic check,22.41,126.73,2,2,4.3,No
CUST-003355,40,28,Two year,DSL,No,Yes,No,Yes,Credit card,53.65,1481.19,1,4,140.7,No
CUST-003356,18,10,One year,DSL,No,No,Yes,No,Bank transfer,54.97,529.62,0,3,230.2,Yes
CUST-003357,36,18,Two year,Fiber optic,Yes,Yes,No,Yes,Credit card,88.27,1610.04,1,3,212.0,No
CUST-003358,37,57,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,62.29,3551.87,2,5,275.6,No
CUST-003359,30,46,One year,DSL,No,Yes,No,Yes,Electronic check,58.09,2703.49,0,5,161.4,No
CUST-003360,47,17,Month-to-month,Fiber optic,No,No,Yes,Yes,Electronic check,70.3,1181.38,0,4,342.2,Yes
CUST-003361,44,13,Two year,Fiber optic,No,No,No,No,Bank transfer,66.38,868.77,0,2,281.8,No
CUST-003362,18,24,Two year,DSL,Yes,No,No,No,Bank transfer,48.96,1182.79,1,3,141.1,No
CUST-003363,48,36,Month-to-month,DSL,No,No,Yes,Yes,Mailed check,56.63,2046.8,0,5,122.3,No
CUST-003364,31,28,Two year,DSL,No,No,No,No,Electronic check,48.81,1379.1,0,3,123.6,No
CUST-003365,52,11,One year,Fiber optic,Yes,No,Yes,Yes,Electronic check,82.15,912.84,3,4,131.1,No
CUST-003366,26,2,Month-to-month,Fiber optic,No,Yes,No,No,Electronic check,67.51,135.4,1,4,503.6,Yes
CUST-003367,45,14,One year,DSL,No,No,Yes,No,Electronic check,55.89,743.63,1,3,192.7,No
CUST-003368,41,0,Two year,No internet service,No,No,Yes,No,Credit card,50.8,68.08,0,5,1.0,No
CUST-003369,50,3,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Electronic check,92.01,228.55,1,4,346.0,No
CUST-003370,47,29,Month-to-month,No internet service,No,No,No,No,Electronic check,20.72,576.21,2,3,7.1,No
CUST-003371,41,17,Two year,No internet service,No,Yes,Yes,No,Credit card,40.17,668.8,0,3,3.1,No
CUST-003372,22,17,Month-to-month,No internet service,Yes,No,No,No,Credit card,19.42,348.2,3,2,8.8,No
CUST-003373,23,16,Month-to-month,DSL,No,No,Yes,No,Bank transfer,61.6,981.16,1,3,63.3,No
CUST-003374,36,19,One year,Fiber optic,No,Yes,No,Yes,Electronic check,74.56,1454.14,1,2,219.6,No
CUST-003375,45,25,One year,DSL,Yes,No,No,No,Mailed check,44.08,1074.26,0,5,77.2,No
CUST-003376,36,38,Month-to-month,DSL,No,No,No,No,Electronic check,57.02,2144.77,2,4,97.3,No
CUST-003377,54,40,Month-to-month,Fiber optic,No,No,Yes,No,Electronic check,77.02,3035.79,1,2,310.4,Yes
CUST-003378,41,10,Two year,Fiber optic,No,No,No,No,Bank transfer,59.42,571.26,0,5,285.6,No
CUST-003379,31,6,Month-to-month,DSL,Yes,No,Yes,Yes,Credit card,66.57,386.77,0,5,146.5,No
CUST-003380,41,51,One year,DSL,No,Yes,Yes,Yes,Electronic check,58.46,3010.76,1,3,172.3,No
CUST-003381,48,5,Two year,No internet service,No,No,No,Yes,Bank transfer,18.0,110.92,3,4,8.9,Yes
CUST-003382,50,72,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,63.64,4586.85,0,3,275.2,No
CUST-003383,73,54,Two year,Fiber optic,Yes,No,Yes,No,Mailed check,83.86,4522.22,1,4,232.5,No
CUST-003384,35,10,One year,No internet service,Yes,Yes,No,Yes,Electronic check,26.13,276.59,1,4,2.1,Yes
CUST-003385,44,34,Two year,Fiber optic,No,No,No,Yes,Credit card,61.1,2102.86,0,3,298.0,No
CUST-003386,51,58,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,65.83,3805.21,4,2,272.1,No
CUST-003387,45,1,Month-to-month,No internet service,No,No,No,No,Electronic check,18.21,7.27,0,3,7.0,No
CUST-003388,37,21,One year,No internet service,No,Yes,No,Yes,Electronic check,29.24,605.41,2,4,10.2,No
CUST-003389,22,36,Two year,DSL,No,No,No,Yes,Bank transfer,45.71,1610.87,0,5,117.1,No
CUST-003390,37,37,Two year,Fiber optic,Yes,No,No,Yes,Credit card,72.84,2719.3,0,4,217.4,No
CUST-003391,29,2,Month-to-month,DSL,No,Yes,No,Yes,Electronic check,41.87,72.07,0,4,120.9,No
CUST-003392,19,22,Month-to-month,No internet service,No,No,Yes,No,Electronic check,31.86,695.13,0,3,1.0,Yes
CUST-003393,33,3,Month-to-month,No internet service,Yes,Yes,No,No,Credit card,28.56,114.8,2,1,2.6,No
CUST-003394,29,29,One year,Fiber optic,Yes,No,No,Yes,Bank transfer,64.41,1857.1,1,2,343.8,Yes
CUST-003395,54,2,Two year,No internet service,No,Yes,Yes,No,Credit card,42.39,110.1,1,3,1.9,No
CUST-003396,54,14,One year,DSL,No,No,No,No,Bank transfer,38.35,501.94,1,3,150.0,No
CUST-003397,31,13,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,71.47,940.34,1,3,548.7,Yes
CUST-003398,41,8,Two year,Fiber optic,No,No,Yes,Yes,Mailed check,74.56,587.57,4,4,360.8,No
CUST-003399,18,9,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,60.23,510.48,0,4,388.3,Yes
CUST-003400,38,4,Month-to-month,No internet service,No,No,No,Yes,Bank transfer,26.1,81.69,0,1,10.7,Yes
CUST-003401,51,9,One year,Fiber optic,No,Yes,No,Yes,Mailed check,68.0,614.81,0,5,309.2,No
CUST-003402,57,42,Month-to-month,DSL,No,Yes,Yes,No,Mailed check,60.34,2515.08,0,4,123.4,No
CUST-003403,34,72,One year,Fiber optic,Yes,Yes,Yes,Yes,Mailed check,87.32,6294.7,0,4,300.2,No
CUST-003404,61,5,One year,No internet service,No,No,Yes,No,Electronic check,32.88,149.49,0,3,5.4,No
CUST-003405,22,72,Month-to-month,DSL,No,No,Yes,Yes,Bank transfer,56.2,4014.01,0,3,96.3,No
CUST-003406,26,72,Month-to-month,No internet service,Yes,No,Yes,Yes,Mailed check,36.49,2646.68,1,5,6.0,No
CUST-003407,56,27,Month-to-month,DSL,Yes,No,No,No,Credit card,48.39,1312.42,1,2,164.7,Yes
CUST-003408,70,30,One year,No internet service,Yes,Yes,No,No,Electronic check,33.79,977.64,1,4,0.0,No
CUST-003409,52,1,Month-to-month,DSL,Yes,No,No,No,Bank transfer,49.75,62.81,0,5,82.3,No
CUST-003410,44,17,Month-to-month,DSL,No,No,No,Yes,Mailed check,53.62,913.98,0,4,72.0,No
CUST-003411,18,14,Month-to-month,No internet service,No,No,No,Yes,Electronic check,18.0,243.37,0,4,6.1,Yes
CUST-003412,18,8,One year,DSL,No,Yes,Yes,Yes,Mailed check,64.67,509.52,0,2,96.5,No
CUST-003413,47,59,Month-to-month,No internet service,Yes,No,Yes,Yes,Mailed check,39.55,2360.26,2,4,4.8,No
CUST-003414,40,22,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Credit card,83.55,1844.48,0,4,236.6,No
CUST-003415,28,72,Month-to-month,DSL,No,No,No,No,Electronic check,49.5,3591.78,1,3,72.4,No
CUST-003416,46,3,Month-to-month,No internet service,Yes,No,No,Yes,Credit card,30.9,102.22,1,4,6.9,No
CUST-003417,47,24,Month-to-month,No internet service,Yes,No,Yes,No,Electronic check,42.8,1031.9,0,2,3.5,No
CUST-003418,59,9,Month-to-month,DSL,No,No,No,No,Mailed check,47.75,414.6,0,5,171.9,No
CUST-003419,47,42,One year,DSL,No,Yes,No,Yes,Bank transfer,42.93,1806.22,1,5,175.2,No
CUST-003420,63,6,Month-to-month,No internet service,No,No,Yes,Yes,Electronic check,34.2,225.62,1,3,7.7,Yes
CUST-003421,45,48,Month-to-month,Fiber optic,Yes,Yes,No,No,Electronic check,77.76,3734.1,0,5,345.6,No
CUST-003422,43,52,Two year,No internet service,Yes,No,Yes,Yes,Electronic check,37.44,1985.61,0,3,6.0,No
CUST-003423,61,37,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,82.3,3065.49,1,2,241.2,Yes
CUST-003424,30,37,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,57.63,2108.35,0,5,383.2,No
CUST-003425,85,8,Month-to-month,DSL,No,No,Yes,Yes,Credit card,56.55,442.7,0,3,65.2,No
CUST-003426,51,15,Month-to-month,Fiber optic,No,No,Yes,Yes,Electronic check,76.14,1155.57,0,4,201.2,Yes
CUST-003427,51,8,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,78.59,598.18,0,5,424.5,No
CUST-003428,53,18,Two year,Fiber optic,No,No,No,Yes,Credit card,59.93,1076.41,0,4,432.4,No
CUST-003429,73,14,Month-to-month,No internet service,Yes,Yes,No,No,Electronic check,35.13,473.17,0,4,6.3,No
CUST-003430,57,13,One year,DSL,Yes,Yes,No,No,Credit card,53.38,694.75,0,2,54.2,No
CUST-003431,21,3,Two year,No internet service,No,No,Yes,Yes,Credit card,33.42,81.77,0,2,9.2,Yes
CUST-003432,66,72,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,85.78,6197.23,0,3,267.5,No
CUST-003433,40,2,One year,Fiber optic,Yes,No,No,Yes,Mailed check,71.78,133.38,0,3,425.7,No
CUST-003434,47,2,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Credit card,84.64,182.57,1,4,332.1,No
CUST-003435,26,0,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,80.92,51.05,0,2,208.7,Yes
CUST-003436,53,23,Two year,Fiber optic,No,Yes,Yes,No,Credit card,85.89,1969.38,0,3,450.3,Yes
CUST-003437,35,72,Month-to-month,Fiber optic,No,Yes,No,Yes,Mailed check,71.87,5149.05,1,3,314.6,No
CUST-003438,47,3,Two year,DSL,Yes,No,No,No,Electronic check,55.12,189.23,1,3,123.1,No
CUST-003439,41,2,One year,DSL,Yes,No,Yes,Yes,Bank transfer,65.2,114.91,1,3,201.2,No
CUST-003440,74,16,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,67.76,1082.41,0,3,146.1,No
CUST-003441,75,18,Month-to-month,DSL,Yes,Yes,No,No,Bank transfer,55.97,1014.5,3,3,78.9,No
CUST-003442,46,72,One year,DSL,No,No,No,No,Mailed check,56.05,4020.67,1,4,165.0,No
CUST-003443,46,1,Month-to-month,DSL,Yes,Yes,No,Yes,Mailed check,59.94,35.93,0,5,134.5,No
CUST-003444,39,32,Month-to-month,DSL,No,No,Yes,Yes,Credit card,71.13,2279.87,1,4,93.3,No
CUST-003445,62,11,Month-to-month,No internet service,Yes,Yes,No,Yes,Bank transfer,45.08,457.23,0,3,1.3,No
CUST-003446,40,11,Month-to-month,No internet service,No,No,No,No,Bank transfer,18.0,224.84,0,1,4.6,Yes
CUST-003447,39,43,Two year,Fiber optic,No,No,Yes,Yes,Credit card,78.2,3359.87,0,5,310.6,No
CUST-003448,60,8,Month-to-month,DSL,Yes,Yes,No,Yes,Electronic check,60.83,457.16,0,3,77.9,No
CUST-003449,37,23,Month-to-month,No internet service,No,No,Yes,Yes,Bank transfer,36.67,838.12,0,5,9.0,No
CUST-003450,44,1,One year,No internet service,No,No,No,No,Mailed check,20.66,32.22,0,5,0.0,No
CUST-003451,21,1,One year,DSL,No,Yes,Yes,Yes,Bank transfer,69.03,52.69,2,4,118.7,Yes
CUST-003452,56,37,Two year,DSL,No,No,No,Yes,Credit card,36.2,1300.56,1,4,156.5,No
CUST-003453,74,4,Two year,DSL,Yes,No,Yes,No,Credit card,61.95,245.33,0,4,0.0,No
CUST-003454,56,28,Month-to-month,No internet service,No,Yes,No,No,Mailed check,25.05,716.62,1,3,7.1,No
CUST-003455,67,7,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,75.67,534.35,1,2,159.6,No
CUST-003456,32,59,One year,Fiber optic,No,No,No,Yes,Electronic check,56.34,3332.12,0,4,332.3,No
CUST-003457,49,28,Month-to-month,No internet service,No,No,No,Yes,Bank transfer,24.42,702.89,0,2,0.3,No
CUST-003458,31,20,One year,DSL,Yes,No,Yes,No,Credit card,59.47,1221.06,1,3,77.9,No
CUST-003459,42,30,Month-to-month,Fiber optic,No,Yes,No,No,Bank transfer,67.63,1975.03,1,3,318.1,No
CUST-003460,57,72,Two year,Fiber optic,No,No,Yes,Yes,Bank transfer,80.77,5788.95,0,4,505.3,No
CUST-003461,47,10,One year,DSL,Yes,No,No,Yes,Credit card,59.12,594.56,0,4,125.0,No
CUST-003462,24,44,One year,DSL,No,Yes,No,No,Electronic check,48.17,2125.02,2,3,85.4,No
CUST-003463,25,21,Month-to-month,No internet service,No,No,Yes,Yes,Bank transfer,26.82,532.24,1,3,0.0,Yes
CUST-003464,24,0,Two year,Fiber optic,No,No,Yes,No,Bank transfer,72.93,57.29,0,5,376.4,No
CUST-003465,52,27,One year,Fiber optic,No,Yes,No,Yes,Bank transfer,76.57,2101.83,1,3,172.2,No
CUST-003466,76,10,Two year,DSL,No,Yes,No,No,Credit card,56.86,561.52,0,3,141.0,No
CUST-003467,65,2,Two year,Fiber optic,No,Yes,Yes,Yes,Mailed check,84.68,173.57,1,4,272.5,No
CUST-003468,18,4,Month-to-month,DSL,No,No,No,Yes,Electronic check,46.24,220.78,1,3,121.9,Yes
CUST-003469,66,0,Month-to-month,DSL,No,Yes,No,No,Credit card,44.41,46.29,1,4,161.3,No
CUST-003470,59,54,Month-to-month,Fiber optic,No,Yes,No,No,Electronic check,73.33,3975.57,3,4,545.5,Yes
CUST-003471,22,7,One year,No internet service,No,Yes,Yes,Yes,Bank transfer,41.93,304.93,0,5,3.3,No
CUST-003472,40,50,One year,Fiber optic,Yes,No,No,Yes,Credit card,73.83,3684.78,1,3,464.9,No
CUST-003473,61,29,Month-to-month,DSL,No,No,No,Yes,Credit card,46.01,1326.43,0,4,211.4,No
CUST-003474,53,3,Two year,DSL,No,Yes,Yes,No,Bank transfer,57.84,197.15,0,4,170.1,No
CUST-003475,25,8,Month-to-month,DSL,Yes,No,No,Yes,Credit card,58.84,470.56,1,3,192.3,No
CUST-003476,54,14,One year,No internet service,Yes,No,Yes,Yes,Mailed check,33.2,444.62,0,4,4.0,No
